system   D            wsystem.c:583  maybe_parent_dir                 [   0.00079] Also searching C:\Data\User\Documents\Visual Studio 2012\Projects\C++\Allegro\VectorAsteroids\
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.36893] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.36896] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.37035] glyph 12x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.37064] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.37067] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.37201] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.37251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.37255] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.37397] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.37446] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.37450] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.37589] glyph 12x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.37622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.37625] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.37764] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.37829] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.37834] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.38210] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.38246] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.38249] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.38424] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.38469] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.38475] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.38611] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.38654] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.38660] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   0.38792] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.38825] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.38828] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.39776] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.39783] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   1.26751] glyph 11x14 (12x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   1.26758] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   1.26762] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:216  alloc_glyph_region               [   1.26905] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   1.26926] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   1.26953] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   1.27214] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   1.27228] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.55037] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55043]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55046]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.55050] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55053]  0.452548 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55055]  0.000000 0.452548
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.55058] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55061]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55064]  0.000000 0.707107
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   5.55067] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55070]  0.113137 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   5.55083]  0.000000 0.113137
font     D                ttf.c:216  alloc_glyph_region               [   5.55138] glyph 14x14 (16x16)
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.55143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.55146] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   5.55384] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   5.55390] _al_d3d_sync_bitmap (video) ref count == 2
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  13.16719] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.16726]  0.176777 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  13.16729]  0.000000 0.176777
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [  16.06720] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.06727]  0.452548 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [  16.06735]  0.000000 0.452548
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.98412] removed dtor for object 00D01690
dtor     D               dtor.c:214  _al_unregister_destructor        [  20.98420] removed dtor for object 00DA0648
d3d      I         d3d_disp.cpp:920  d3d_destroy_display              [  20.98425] destroying display 00D3C2E0 (current 00000000)
bitmap   D             bitmap.c:874  _al_convert_to_memory_bitmap     [  20.98431] converting display bitmap 0563E848 to memory bitmap
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [  20.98489] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [  20.98493] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:725  d3d_destroy_bitmap               [  20.98620] d3d_destroy_bitmap: Release video texture failed.
d3d      D         d3d_disp.cpp:904  d3d_destroy_display_internals    [  20.98641] waiting for display 00D3C2E0's thread to end
d3d      W         d3d_disp.cpp:616  d3d_destroy_device               [  21.01802] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1522 d3d_display_thread_proc          [  21.06005] d3d display thread exits
dtor     D               dtor.c:114  _al_run_destructors              [  21.56278] calling dtor for object 00DA8F58, func 56C51069
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56285] removed dtor for object 00DA8F58
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56323] removed dtor for object 00DC0DD8
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56379] removed dtor for object 00DC1000
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56385] removed dtor for object 00DC1200
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56388] removed dtor for object 00DC1318
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56391] removed dtor for object 00DC1490
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56394] removed dtor for object 00DC15A8
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56397] removed dtor for object 00DC16C0
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56400] removed dtor for object 00DC1898
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56403] removed dtor for object 00DC1AB0
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56406] removed dtor for object 00DC1C48
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56409] removed dtor for object 00DC1D60
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56412] removed dtor for object 00DC1E78
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56415] removed dtor for object 00DC0758
audio-dsound D           dsound.cpp:516  _dsound_stop_voice               [  21.56418] Stopping voice
audio-dsound D           dsound.cpp:532  _dsound_stop_voice               [  21.56420] Joining thread
audio-dsound D           dsound.cpp:538  _dsound_stop_voice               [  21.56524] Joined thread
audio-dsound D           dsound.cpp:540  _dsound_stop_voice               [  21.56528] Destroying thread
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [  21.56531] Thread destroyed
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  21.56533] Releasing buffer
audio-dsound I           dsound.cpp:549  _dsound_stop_voice               [  21.56536] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56542] removed dtor for object 00DB7350
audio-dsound D           dsound.cpp:365  _dsound_deallocate_voice         [  21.56545] Deallocating voice
audio-dsound D           dsound.cpp:370  _dsound_deallocate_voice         [  21.56548] Deallocated voice
dtor     D               dtor.c:114  _al_run_destructors              [  21.56552] calling dtor for object 0556FE20, func 56AF110E
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56554] removed dtor for object 0556FE20
dtor     D               dtor.c:114  _al_run_destructors              [  21.56557] calling dtor for object 0556FCB8, func 56AF110E
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56560] removed dtor for object 0556FCB8
dtor     D               dtor.c:114  _al_run_destructors              [  21.56562] calling dtor for object 0556FB50, func 56AF110E
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56567] removed dtor for object 0556FB50
dtor     D               dtor.c:114  _al_run_destructors              [  21.56570] calling dtor for object 0556F1F8, func 56AF110E
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56574] removed dtor for object 0556F1F8
dtor     D               dtor.c:114  _al_run_destructors              [  21.56578] calling dtor for object 00DCDA90, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56581] removed dtor for object 00DCDA90
dtor     D               dtor.c:114  _al_run_destructors              [  21.56591] calling dtor for object 00DCDA38, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56594] removed dtor for object 00DCDA38
dtor     D               dtor.c:114  _al_run_destructors              [  21.56609] calling dtor for object 00DCD9E0, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56612] removed dtor for object 00DCD9E0
dtor     D               dtor.c:114  _al_run_destructors              [  21.56619] calling dtor for object 05670858, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56622] removed dtor for object 05670858
dtor     D               dtor.c:114  _al_run_destructors              [  21.56659] calling dtor for object 0562F418, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56665] removed dtor for object 0562F418
dtor     D               dtor.c:114  _al_run_destructors              [  21.56695] calling dtor for object 05570238, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56698] removed dtor for object 05570238
dtor     D               dtor.c:114  _al_run_destructors              [  21.56716] calling dtor for object 00DC1840, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56719] removed dtor for object 00DC1840
dtor     D               dtor.c:114  _al_run_destructors              [  21.56754] calling dtor for object 055B7580, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56758] removed dtor for object 055B7580
dtor     D               dtor.c:114  _al_run_destructors              [  21.56792] calling dtor for object 055802B0, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56795] removed dtor for object 055802B0
dtor     D               dtor.c:114  _al_run_destructors              [  21.56816] calling dtor for object 0556F1A0, func 56AF10FA
dtor     D               dtor.c:214  _al_unregister_destructor        [  21.56819] removed dtor for object 0556F1A0
audio-dsound D           dsound.cpp:279  _dsound_close                    [  21.56901] Releasing device
audio-dsound D           dsound.cpp:281  _dsound_close                    [  21.57616] Released device
audio-dsound I           dsound.cpp:284  _dsound_close                    [  21.57623] DirectSound closed
